Source,Target,Weight
Price (T.Rowe) Associates Inc,TJX,1134897411
"Geode Capital Management, LLC",TJX,1108207534
"Vanguard Group, Inc. (The)",TSCO,2493929681
Blackrock Inc.,TSCO,2136246966
State Street Corporation,TSCO,897520847
"ClearBridge Investments, LLC",TSCO,484912285
"Geode Capital Management, LLC",TSCO,439756091
"Select Equity Group, Inc.",TSCO,438634475
Invesco Ltd.,TSCO,376568551
Bank of America Corporation,TSCO,321411247
Nordea Investment Management AB,TSCO,280699618
Morgan Stanley,TSCO,283818886
JP Morgan Chase & Company,TT,2618635693
Blackrock Inc.,TT,2461359746
"Vanguard Group, Inc. (The)",TT,2393333061
State Street Corporation,TT,1270546002
"Ameriprise Financial, Inc.",TT,938730749
"Wellington Management Group, LLP",TT,744812242
Massachusetts Financial Services Co.,TT,715001233
Generation Investment Management LLP,TT,682626719
"Geode Capital Management, LLC",TT,583244092
Bank Of New York Mellon Corporation,TT,470168231
Capital International Investors,TDG,3509034505
"Vanguard Group, Inc. (The)",TDG,2984393963
Blackrock Inc.,TDG,2538232285
"Principal Financial Group, Inc.",TDG,1748288928
State Street Corporation,TDG,1108733923
Stockbridge Partners LLC,TDG,859932101
AltaRock Partners LLC,TDG,782829258
Capital Research Global Investors,TDG,724939202
"Vulcan Value Partners, LLC",TDG,660196407
Matrix Capital Management,TDG,587599983
"Vanguard Group, Inc. (The)",TRV,3689786759
"FMR, LLC",TRV,3648378323
Blackrock Inc.,TRV,3219523331
State Street Corporation,TRV,2798683748
Massachusetts Financial Services Co.,TRV,1363997932
Price (T.Rowe) Associates Inc,TRV,1247638522
Capital International Investors,TRV,1038580988
JP Morgan Chase & Company,TRV,804752336
"ClearBridge Investments, LLC",TRV,731801662
"Geode Capital Management, LLC",TRV,734950863
"Vanguard Group, Inc. (The)",TRMB,1618388893
Blackrock Inc.,TRMB,1136411322
Capital International Investors,TRMB,928402291
State Street Corporation,TRMB,577678867
Impax Asset Management Group Plc,TRMB,538992835
"Select Equity Group, Inc.",TRMB,474984672
Primecap Management Company,TRMB,325906089
"Geode Capital Management, LLC",TRMB,292844725
"Sumitomo Mitsui Trust Holdings, Inc.",TRMB,243923407
King Luther Capital Management,TRMB,236283830
"Vanguard Group, Inc. (The)",TFC,5683898316
Blackrock Inc.,TFC,4581994074
JP Morgan Chase & Company,TFC,2930869025
State Street Corporation,TFC,2804688624
Bank of America Corporation,TFC,1737490478
Massachusetts Financial Services Co.,TFC,1109959610
Capital International Investors,TFC,1069499117
"Geode Capital Management, LLC",TFC,1061794351
"Wellington Management Group, LLP",TFC,929643414
Dodge & Cox Inc,TFC,906165564
"Vanguard Group, Inc. (The)",TYL,1550238869
Blackrock Inc.,TYL,1139706529
State Street Corporation,TYL,511187002
"Principal Financial Group, Inc.",TYL,486762024
"AllianceBernstein, L.P.",TYL,481201961
Apg Asset Management N.V.,TYL,441292724
"Brown Capital Management, LLC",TYL,377561960
Capital World Investors,TYL,337377097
Ownership Capital B.V.,TYL,317018690
"Franklin Resources, Inc.",TYL,300713530
"Vanguard Group, Inc. (The)",TSN,3254309071
Blackrock Inc.,TSN,2012343131
State Street Corporation,TSN,1240630460
"Aristotle Capital Management, LLC",TSN,889805924
"FMR, LLC",TSN,562743241
"Geode Capital Management, LLC",TSN,511864914
Price (T.Rowe) Associates Inc,TSN,469460828
"Ameriprise Financial, Inc.",TSN,462256745
"Charles Schwab Investment Management, Inc.",TSN,454906361
Northern Trust Corporation,TSN,449010820
"Berkshire Hathaway, Inc",USB,5513432312
"Vanguard Group, Inc. (The)",USB,5231563402
Blackrock Inc.,USB,4576281584
State Street Corporation,USB,2700823324
JP Morgan Chase & Company,USB,1755330873
"Geode Capital Management, LLC",USB,1107839045
"Charles Schwab Investment Management, Inc.",USB,1084768437
"FMR, LLC",USB,1068742478
Wells Fargo & Company,USB,1068166262
Northern Trust Corporation,USB,820003090
"Vanguard Group, Inc. (The)",UDR,2355747878
Cohen & Steers Inc.,UDR,1792086374
Blackrock Inc.,UDR,1605048137
State Street Corporation,UDR,933610630
Norges Bank Investment Management,UDR,1087563809
Invesco Ltd.,UDR,582528420
"FMR, LLC",UDR,488802398
JP Morgan Chase & Company,UDR,371079131
Daiwa Securities Group Inc.,UDR,332383570
PGGM Investments,UDR,405423520
"Vanguard Group, Inc. (The)",ULTA,2217598595
Blackrock Inc.,ULTA,1606046139
State Street Corporation,ULTA,785705380
"Wellington Management Group, LLP",ULTA,558042434
"Alecta Pensionsforsakring, Omsesidigt",ULTA,455099615
"Geode Capital Management, LLC",ULTA,403326567
Goldman Sachs Group Inc,ULTA,362536615
"FMR, LLC",ULTA,289899463
"Renaissance Technologies, LLC",ULTA,270375672
Atlanta Capital Management Company LLC,ULTA,267772525
"Vanguard Group, Inc. (The)",UNP,11482460293
Blackrock Inc.,UNP,9387958770
State Street Corporation,UNP,5913328124
Bank of America Corporation,UNP,2632849889
Massachusetts Financial Services Co.,UNP,2320215534
"Geode Capital Management, LLC",UNP,2273297346
"Ameriprise Financial, Inc.",UNP,1894226271
"Wellington Management Group, LLP",UNP,1787519941
Morgan Stanley,UNP,1745418896
Nuveen Asset Management,UNP,1665108738
"Vanguard Group, Inc. (The)",UAL,1257769654
Primecap Management Company,UAL,873823017
Blackrock Inc.,UAL,601040279
Capital International Investors,UAL,411641818
State Street Corporation,UAL,359061465
"Geode Capital Management, LLC",UAL,229575509
"U.S. Global Investors, Inc.",UAL,229244686
"FMR, LLC",UAL,215697528
"Neuberger Berman Group, LLC",UAL,203947191
Newport Trust Co,UAL,145155268
"Vanguard Group, Inc. (The)",UPS,12138518451
Blackrock Inc.,UPS,10698106811
State Street Corporation,UPS,5196575370
JP Morgan Chase & Company,UPS,3700697674
"FMR, LLC",UPS,3629654018
Bank of America Corporation,UPS,3073546091
"Geode Capital Management, LLC",UPS,2243189702
Price (T.Rowe) Associates Inc,UPS,1981792240
Capital International Investors,UPS,1906634133
"Ameriprise Financial, Inc.",UPS,1813794836
"Vanguard Group, Inc. (The)",URI,2003321036
Blackrock Inc.,URI,1357704150
State Street Corporation,URI,866184752
Capital Research Global Investors,URI,655146245
Capital World Investors,URI,543151861
Morgan Stanley,URI,417405613
"Geode Capital Management, LLC",URI,334859936
Lyrical Asset Management LP,URI,285335931
Impax Asset Management Group Plc,URI,284226804
Dimensional Fund Advisors LP,URI,274650563
"Vanguard Group, Inc. (The)",UNH,42178204136
Blackrock Inc.,UNH,36832333337
"FMR, LLC",UNH,25585692596
State Street Corporation,UNH,23561168074
Price (T.Rowe) Associates Inc,UNH,18929008760
Capital World Investors,UNH,17525705855
"Wellington Management Group, LLP",UNH,13631024713
JP Morgan Chase & Company,UNH,10403123141
Capital Research Global Investors,UNH,9873723673
Capital International Investors,UNH,9312324029
"Vanguard Group, Inc. (The)",UHS,740360501
"FMR, LLC",UHS,562027563
Blackrock Inc.,UHS,482243490
Invesco Ltd.,UHS,481380606
"First Eagle Investment Management, LLC",UHS,463622009
State Street Corporation,UHS,295790406
"American Century Companies, Inc.",UHS,224623684
"Allspring Global Investments Holdings, LLC",UHS,157743967
Dimensional Fund Advisors LP,UHS,175307508
"Wellington Management Group, LLP",UHS,165955879
"Vanguard Group, Inc. (The)",VLO,4484130793
Blackrock Inc.,VLO,3806197881
State Street Corporation,VLO,3118387518
"FMR, LLC",VLO,1644300498
Morgan Stanley,VLO,1036512385
Bank Of New York Mellon Corporation,VLO,916303116
"Charles Schwab Investment Management, Inc.",VLO,837262999
"Geode Capital Management, LLC",VLO,739649389
Nuveen Asset Management,VLO,697209978
"Ameriprise Financial, Inc.",VLO,625318892
"Vanguard Group, Inc. (The)",VTR,3346841296
Blackrock Inc.,VTR,2221697209
State Street Corporation,VTR,1506292126
JP Morgan Chase & Company,VTR,1248945046
"FMR, LLC",VTR,1047479438
Apg Asset Management US Inc.,VTR,1001956328
"Principal Financial Group, Inc.",VTR,893756917
"Geode Capital Management, LLC",VTR,449954332
CenterSquare Investment Management LLC,VTR,417514397
Invesco Ltd.,VTR,366821080
"Berkshire Hathaway, Inc",VRSN,2144436523
"Vanguard Group, Inc. (The)",VRSN,1753617396
Blackrock Inc.,VRSN,1540613501
Ninety One UK Ltd,VRSN,681851176
"Renaissance Technologies, LLC",VRSN,662106403
State Street Corporation,VRSN,639957433
Macquarie Group Limited,VRSN,483099279
"Principal Financial Group, Inc.",VRSN,453675135
Price (T.Rowe) Associates Inc,VRSN,405411307
"Geode Capital Management, LLC",VRSN,378478037
"Vanguard Group, Inc. (The)",VRSK,2955355103
Blackrock Inc.,VRSK,2109523297
Massachusetts Financial Services Co.,VRSK,1268780683
State Street Corporation,VRSK,1133832276
"Parnassus Investments, LLC",VRSK,1048245329
Price (T.Rowe) Associates Inc,VRSK,980327063
"FMR, LLC",VRSK,712435843
"Geode Capital Management, LLC",VRSK,631560060
JP Morgan Chase & Company,VRSK,534023153
Flossbach von Storch AG,VRSK,503650185
"Vanguard Group, Inc. (The)",VZ,17545955941
Blackrock Inc.,VZ,16042052314
State Street Corporation,VZ,8309288720
"Geode Capital Management, LLC",VZ,3947765309
Bank of America Corporation,VZ,3846039522
"Charles Schwab Investment Management, Inc.",VZ,3236711677
Morgan Stanley,VZ,3098133930
JP Morgan Chase & Company,VZ,2740069741
Northern Trust Corporation,VZ,2403992178
"FMR, LLC",VZ,2341193011
Blackrock Inc.,VRTX,7083398062
"Vanguard Group, Inc. (The)",VRTX,5872073870
"FMR, LLC",VRTX,4720830969
Capital World Investors,VRTX,3542081138
State Street Corporation,VRTX,3455886367
"AllianceBernstein, L.P.",VRTX,2620711811
"Wellington Management Group, LLP",VRTX,2320720713
JP Morgan Chase & Company,VRTX,1475886960
Price (T.Rowe) Associates Inc,VRTX,1398434442
"Ameriprise Financial, Inc.",VRTX,1285793398
"PNC Financial Services Group, Inc.",VFC,3421146890
"Vanguard Group, Inc. (The)",VFC,1817316743
Capital International Investors,VFC,1535766562
Blackrock Inc.,VFC,1147191676
Northern Trust Corporation,VFC,1099807248
State Street Corporation,VFC,908046329
Wells Fargo & Company,VFC,447993959
"Charles Schwab Investment Management, Inc.",VFC,310601540
Diamond Hill Capital Management Inc,VFC,304875209
"Geode Capital Management, LLC",VFC,285332722
"Vanguard Group, Inc. (The)",VTRS,1521754150
Blackrock Inc.,VTRS,979055667
State Street Corporation,VTRS,608144442
"Davis Selected Advisers, LP",VTRS,580730559
"Wellington Management Group, LLP",VTRS,578290546
"Geode Capital Management, LLC",VTRS,260504436
Camber Capital Management LP,VTRS,240810000
"Deerfield Management Company, L.P. (Series C)",VTRS,216453639
"Laurion Capital Management, LP",VTRS,192872141
Schroder Investment Management Group,VTRS,173059163
"Vanguard Group, Inc. (The)",VICI,4186619363
Blackrock Inc.,VICI,2855264494
Capital International Investors,VICI,2376941955
Capital Research Global Investors,VICI,1715461469
State Street Corporation,VICI,1542484583
Capital World Investors,VICI,1435710073
Bank of America Corporation,VICI,1101403387
"Wellington Management Group, LLP",VICI,890711973
Allianz Asset Management GmbH,VICI,862421483
"Principal Financial Group, Inc.",VICI,832806886
"Vanguard Group, Inc. (The)",V,28416024224
Blackrock Inc.,V,24447418027
State Street Corporation,V,13931238621
Price (T.Rowe) Associates Inc,V,10092939936
"FMR, LLC",V,9567235564
Morgan Stanley,V,8781497387
"Geode Capital Management, LLC",V,6119480204
Bank of America Corporation,V,5199441192
"AllianceBernstein, L.P.",V,4992363513
Massachusetts Financial Services Co.,V,4806440483
"Vanguard Group, Inc. (The)",VNO,774105127
Norges Bank Investment Management,VNO,756928133
Blackrock Inc.,VNO,468000574
State Street Corporation,VNO,399469372
Brookfield Asset Management Inc.,VNO,267529095
"Franklin Resources, Inc.",VNO,224564214
Price (T.Rowe) Associates Inc,VNO,139196247
"Geode Capital Management, LLC",VNO,101135895
Morgan Stanley,VNO,87312859
Invesco Ltd.,VNO,85645061
"Vanguard Group, Inc. (The)",VMC,2088393396
Blackrock Inc.,VMC,1548488709
State Farm Mutual Automobile Insurance Co,VMC,1414420770
Massachusetts Financial Services Co.,VMC,1246490968
State Street Corporation,VMC,779523796
"Principal Financial Group, Inc.",VMC,643318104
JP Morgan Chase & Company,VMC,500198820
"ClearBridge Investments, LLC",VMC,387262572
"Geode Capital Management, LLC",VMC,381540489
Invesco Ltd.,VMC,381168613
"Vanguard Group, Inc. (The)",WAB,1562617370
Blackrock Inc.,WAB,969886008
"Wellington Management Group, LLP",WAB,958904196
Pzena Investment Management Llc,WAB,786216905
State Street Corporation,WAB,578394941
"Franklin Resources, Inc.",WAB,435476096
Janus Henderson Group PLC,WAB,416689215
"Select Equity Group, Inc.",WAB,343467207
Invesco Ltd.,WAB,340178918
Farallon Capital Management Llc,WAB,327493700
"Vanguard Group, Inc. (The)",WBA,2340563580
Blackrock Inc.,WBA,2208518388
State Street Corporation,WBA,1905555301
Capital World Investors,WBA,813764619
"FMR, LLC",WBA,559514857
"Geode Capital Management, LLC",WBA,494420243
Morgan Stanley,WBA,398361101
Invesco Ltd.,WBA,375402759
Wells Fargo & Company,WBA,334422853
Northern Trust Corporation,WBA,307349974
"Vanguard Group, Inc. (The)",WMT,15604076650
Blackrock Inc.,WMT,11411234363
State Street Corporation,WMT,7289666649
"Geode Capital Management, LLC",WMT,2976053355
Price (T.Rowe) Associates Inc,WMT,2908117126
Bank of America Corporation,WMT,2757113428
Norges Bank Investment Management,WMT,2925851728
Morgan Stanley,WMT,2327155242
Northern Trust Corporation,WMT,1874156186
"FMR, LLC",WMT,1671370229
"Vanguard Group, Inc. (The)",WBD,2336854580
Blackrock Inc.,WBD,2234470716
State Street Corporation,WBD,1372584354
"Geode Capital Management, LLC",WBD,615858186
Newport Trust Co,WBD,611510173
"Hotchkis & Wiley Capital Management, LLC",WBD,398558244
Northern Trust Corporation,WBD,303222028
"Sessa Capital IM, L.P.",WBD,293458280
"Susquehanna International Group, LLP",WBD,265116770
Dimensional Fund Advisors LP,WBD,260354669
"Vanguard Group, Inc. (The)",WM,5502297288
Blackrock Inc.,WM,4716074477
Bill & Melinda Gates Foundation Trust,WM,2850579142
State Street Corporation,WM,2783597155
"Geode Capital Management, LLC",WM,1063533481
Pictet Asset Management SA,WM,919415307
"Ameriprise Financial, Inc.",WM,903943674
Morgan Stanley,WM,843683476
Nordea Investment Management AB,WM,880199988
Lazard Asset Management LLC,WM,772569958
"Vanguard Group, Inc. (The)",WAT,2223387276
Blackrock Inc.,WAT,2125741556
Bank Of New York Mellon Corporation,WAT,1235355378
Fundsmith LLP,WAT,1221059690
State Street Corporation,WAT,879414852
Massachusetts Financial Services Co.,WAT,811624191
"Wellington Management Group, LLP",WAT,469492151
"Geode Capital Management, LLC",WAT,383019323
"Champlain Investment Partners, LLC",WAT,319203731
Price (T.Rowe) Associates Inc,WAT,276479509
"Vanguard Group, Inc. (The)",WEC,4090020267
Blackrock Inc.,WEC,2905274815
State Street Corporation,WEC,1912940865
Wells Fargo & Company,WEC,732617937
"Geode Capital Management, LLC",WEC,651117854
Magellan Asset Management Ltd,WEC,614622468
Price (T.Rowe) Associates Inc,WEC,594069466
Bank of America Corporation,WEC,556517763
JP Morgan Chase & Company,WEC,543492029
Deutsche Bank Aktiengesellschaft,WEC,532046845
"Vanguard Group, Inc. (The)",WFC,12648045174
Blackrock Inc.,WFC,10432325224
"FMR, LLC",WFC,7007116403
State Street Corporation,WFC,6305140453
Dodge & Cox Inc,WFC,4829041056
Price (T.Rowe) Associates Inc,WFC,3422254775
JP Morgan Chase & Company,WFC,3393286798
Capital World Investors,WFC,2740119449
"Geode Capital Management, LLC",WFC,2606173560
Primecap Management Company,WFC,1912605490
"Vanguard Group, Inc. (The)",WELL,5996080223
Blackrock Inc.,WELL,4105459030
Cohen & Steers Inc.,WELL,2810904512
State Street Corporation,WELL,2566127949
"FMR, LLC",WELL,1569456193
"Wellington Management Group, LLP",WELL,1484557789
Norges Bank Investment Management,WELL,1334567562
"Geode Capital Management, LLC",WELL,819652937
Price (T.Rowe) Associates Inc,WELL,760245565
Resolution Capital Ltd,WELL,673482922
"Vanguard Group, Inc. (The)",WST,2670862935
Blackrock Inc.,WST,2435812894
Price (T.Rowe) Associates Inc,WST,1889078648
State Street Corporation,WST,1004989890
"Franklin Resources, Inc.",WST,837402527
Apg Asset Management N.V.,WST,726162418
"FMR, LLC",WST,616308373
"Geode Capital Management, LLC",WST,435873309
Bank Of New York Mellon Corporation,WST,375029813
"WCM Investment Management, LLC",WST,304169398
"Vanguard Group, Inc. (The)",WDC,1626125404
Blackrock Inc.,WDC,1149602408
State Street Corporation,WDC,558722521
"Franklin Resources, Inc.",WDC,470356091
"Ameriprise Financial, Inc.",WDC,361129678
"Sanders Capital, LLC",WDC,329986860
FIL LTD,WDC,313494217
"Geode Capital Management, LLC",WDC,292383904
"ClearBridge Investments, LLC",WDC,273283635
UBS Group AG,WDC,266143067
"Vanguard Group, Inc. (The)",WRK,1216077793
Blackrock Inc.,WRK,918693149
State Street Corporation,WRK,442601404
"Greenhaven Associates, Inc.",WRK,307251215
Pictet Asset Management SA,WRK,299243299
Nordea Investment Management AB,WRK,188891145
Norges Bank Investment Management,WRK,262709723
Price (T.Rowe) Associates Inc,WRK,211295623
"Geode Capital Management, LLC",WRK,203177904
Lsv Asset Management,WRK,180645994
"Vanguard Group, Inc. (The)",WY,3997150161
Blackrock Inc.,WY,1965662196
Price (T.Rowe) Associates Inc,WY,1194267588
State Street Corporation,WY,1048128304
JP Morgan Chase & Company,WY,692675687
"Geode Capital Management, LLC",WY,541664981
"First Eagle Investment Management, LLC",WY,482256279
Norges Bank Investment Management,WY,580040272
Invesco Ltd.,WY,437672751
Northern Trust Corporation,WY,373537130
"Vanguard Group, Inc. (The)",WHR,1074993091
Blackrock Inc.,WHR,786899580
Primecap Management Company,WHR,758132787
"Greenhaven Associates, Inc.",WHR,381779088
State Street Corporation,WHR,397058648
Lsv Asset Management,WHR,316419078
Boston Partners,WHR,282864015
Dimensional Fund Advisors LP,WHR,226448281
Lyrical Asset Management LP,WHR,200229564
"Charles Schwab Investment Management, Inc.",WHR,184301185
"Vanguard Group, Inc. (The)",WMB,3906756598
Blackrock Inc.,WMB,3808346412
State Street Corporation,WMB,2761696310
Dodge & Cox Inc,WMB,1953338303
Bank of America Corporation,WMB,1184584788
Deutsche Bank Aktiengesellschaft,WMB,962697012
"Geode Capital Management, LLC",WMB,824328039
